term	section	course	instructor	whenWhere
Spring 2013	5019	MUSIC-110	Dahl-Shanks	online
Spring 2011	5019	MUSIC-110	Dahl-Shanks	online 1/22-5/27
Spring 2007	5019	MUSLT-110	Dahl-Shanks	online
Spring 2007	5024	MUSLT-110	Dahl-Shanks	online
Spring 2006	5024	MUSLT-110	Dahl-Shanks	online
Spring 2009	5024	MUSLT-110	Dahl-Shanks	online
Spring 2010	5024	MUSIC-110	Dahl-Shanks	online
Spring 2005	5024	MUSLT-110	Dahl-Shanks	online
Spring 2008	5024	MUSLT-110	Dahl-Shanks	online
Fall 2012	5052	MUSIC-110	Dahl-Shanks	online 8/17-12/17
Fall 2014	5052	MUSIC-110	Dahl-Shanks	online
Fall 2008	5052	MUSLT-110	Dahl-Shanks	online
Fall 2005	5052	MUSLT-110	Dahl-Shanks	online
Fall 2013	5052	MUSIC-110	Dahl-Shanks	online
Fall 2010	5052	MUSIC-110	Dahl-Shanks	online
Fall 2006	5052	MUSLT-110	Dahl-Shanks	online
Fall 2009	5052	MUSLT-110	Dahl-Shanks	online
Fall 2011	5052	MUSIC-110	Dahl-Shanks	online 8/17-12/17
Fall 2007	5052	MUSLT-110	Dahl-Shanks	online 8/16-12/16
Fall 2007	5054	MUSLT-110	Dahl-Shanks	online 8/16-12/16
Fall 2009	5054	MUSLT-110	Dahl-Shanks	online
Fall 2005	5054	MUSLT-110	Dahl-Shanks	online
Fall 2008	5054	MUSLT-110	Dahl-Shanks	online
Fall 2006	5054	MUSLT-110	Dahl-Shanks	online
Fall 2004	8017	MUSIC-120	Dahl-Shanks	M 7:00-9:50pm M-127 8/19-12/19
Spring 2004	8299	MUSIC-120	Dahl-Shanks	M 7:00-10:15pm M-127 2/09-5/24
Fall 2002	8853	MUSIC-150	Dahl-Shanks	T 7:00-9:50pm M-126
Spring 2002	9291	HUMAN-123	Dahl-Shanks	TTH 9:30-10:45am SRV-105
Fall 2002	9711	MUSIC-102	Dahl-Shanks	W 7:00-9:50pm SRV-104
Fall 2003	9711	MUSIC-102	Dahl-Shanks	W 7:00-9:50pm SRV-109
Fall 2001	9711	MUSIC-102	Dahl-Shanks	W 7:00-9:50pm SRV-104
Fall 2001	9712	MUSIC-101	Dahl-Shanks	W 7:00-9:50pm SRV-104
Fall 2003	9712	MUSIC-101	Dahl-Shanks	W 7:00-9:50pm SRV-109
Fall 2002	9712	MUSIC-101	Dahl-Shanks	W 7:00-9:50pm SRV-104
Spring 2004	9712	MUSIC-101	Dahl-Shanks	W 7:00-9:50pm SRV-109
Spring 2004	9727	MUSIC-102	Dahl-Shanks	W 7:00-9:50pm SRV-109
Spring 2002	9737	MUSIC-101	Dahl-Shanks	W 7:00-9:50pm SRV-104
Spring 2002	9905	MUSIC-102	Dahl-Shanks	W 7:00-9:50pm SRV-104
Fall 2005	2437	MUSPF-134	Dahms	   11/10-2/21
Fall 2001	1567	PSYCH-122	Daley	MWF 9:00-9:50am LA-121
Fall 2001	1568	PSYCH-122	Daley	MWF 11:00-11:50am LA-121
Fall 2001	1575	PSYCH-122	Daley	MWF 12:00-12:50pm LA-120
Fall 2003	1575	PSYCH-122	Daley	MWF 12:00-12:50pm LA-120
Fall 2002	1575	PSYCH-122	Daley	MWF 12:00-12:50pm LA-120
Fall 2002	1587	PSYCH-122	Daley	MWF 1:00-1:50pm LA-120
Fall 2003	1587	PSYCH-122	Daley	MWF 1:00-1:50pm LA-120
Spring 2002	1681	PSYCH-122	Daley	MWF 1:00-1:50pm LA-120
Spring 2004	1681	PSYCH-122	Daley	MWF 12:00-12:50pm LA-120
Spring 2004	1686	PSYCH-122	Daley	MWF 1:00-1:50pm H-105
Spring 2002	1686	PSYCH-122	Daley	MWF 12:00-12:50pm LA-120
Fall 2002	1729	PSYCH-220	Daley	MWF 11:00-11:50am H-110
Fall 2003	1729	PSYCH-220	Daley	MWF 11:00-11:50am H-110
Fall 2001	1737	PSYCH-220	Daley	W 2:00-4:50pm LA-218
Spring 2002	2705	PSYCH-220	Daley	MWF 11:00-11:50am H-110
Spring 2004	2705	PSYCH-220	Daley	MWF 11:00-11:50am BE-202
Fall 2001	3358	PSYCH-298	Daley	  
Fall 2001	8192	PSYCH-122	Daley	TH 7:00-9:50pm LA-120
Fall 2003	8192	PSYCH-122	Daley	TH 7:00-9:50pm LA-120
Fall 2002	8192	PSYCH-122	Daley	TH 7:00-9:50pm LA-120
Fall 2002	8195	PSYCH-122	Daley	M 7:00-9:50pm LA-120
Fall 2001	8195	PSYCH-122	Daley	M 7:00-9:50pm LA-120
Fall 2003	8200	PSYCH-220	Daley	M 7:00-9:50pm LA-122
Spring 2004	8595	PSYCH-122	Daley	TH 7:00-9:50pm LA-118
Spring 2002	8595	PSYCH-122	Daley	TH 7:00-9:50pm LA-120
Spring 2004	8705	PSYCH-220	Daley	M 7:00-9:50pm LA-122
Spring 2002	8783	PSYCH-122	Daley	M 7:00-9:50pm LA-120
Summer 2013	0095	ART-140	Damiani	MTWTH 12:45-5:00pm A-201 6/17-7/25
Summer 2014	0098	ART-138	Damiani	MTWTH 8:15-12:30pm A-201 6/16-7/24
Summer 2013	0098	ART-141	Damiani	MTWTH 12:45-5:00pm A-201 6/17-7/25
Summer 2014	0100	ART-139	Damiani	MTWTH 8:15-12:30pm A-201 6/16-7/24
Spring 2012	1112	ART-142	Damiani	TTH 12:30-3:20pm A-201
Spring 2013	1112	ART-142	Damiani	TTH 12:30-3:20pm A-201
Spring 2014	1286	ART-138	Damiani	TTH 12:30-3:20pm A-201
Spring 2014	1343	ART-139	Damiani	TTH 12:30-3:20pm A-201
Fall 2014	8164	ART-102	Damiani	TTH 4:00-6:50pm A-201
Fall 2013	8164	ART-102	Damiani	TTH 4:00-6:50pm A-201
Fall 2013	8182	ART-144	Damiani	TTH 7:00-9:50pm A-201
Fall 2014	8182	ART-144	Damiani	TTH 7:00-9:50pm A-201
Fall 2014	8186	ART-145	Damiani	TTH 7:00-9:50pm A-201
Fall 2013	8186	ART-145	Damiani	TTH 7:00-9:50pm A-201
Fall 2004	1205	HRMCU-256	Dandridge	   8/19-12/19
Fall 2004	1236	HRMCU-257	Dandridge	   8/19-12/19
Fall 2004	1237	HRMGT-258	Dandridge	   8/19-12/19
Fall 2004	1240	HRMCU-259	Dandridge	   8/19-12/19
Fall 2003	1295	BUSMK-256	Dandridge	MWF 11:00-11:50am BFL-104
Fall 2004	1295	BUSMK-256	Dandridge	MWF 11:00-11:50am BFL-103 8/19-12/19
Fall 2002	1295	BUSMK-256	Dandridge	TTH 11:00-12:15pm BFL-104
Fall 2003	1358	BUS-109	Dandridge	TTH 8:00-9:15am BFL-102
Fall 2004	1358	BUS-109	Dandridge	TTH 8:00-9:15am BFL-102 8/19-12/19
Fall 2002	1390	BUSMK-158	Dandridge	TTH 9:30-10:45am BFL-112
Fall 2003	1390	BUSMK-158	Dandridge	TTH 11:00-12:15pm BFL-112
Fall 2004	1830	BUS-150K	Dandridge	W 2:30-3:20pm HRM-BAKERY 8/19-12/19
Spring 2004	2203	BUS-109	Dandridge	MWF 8:00-8:50am BFL-102
Spring 2004	2225	BUSMK-256	Dandridge	TTH 11:00-12:15pm LA-107
Spring 2002	2226	BUSMK-257	Dandridge	TTH 11:00-12:15pm BE-208
Fall 2002	2325	BUS-298	Dandridge	  
Spring 2004	2538	BUSMK-148	Dandridge	MWF 11:00-11:50am BFL-102
Spring 2002	2550	BUS-103	Dandridge	MW 10:00-11:15am BE-210
Fall 2002	2875	BUS-103	Dandridge	MW 8:00-9:15am BFL-103
Fall 2001	2875	BUS-103	Dandridge	MW 10:30-11:45am BE-201
Spring 2004	3501	BUS-150K	Dandridge	M 2:30-3:20pm HRM-LAB
Fall 2004	3645	BUS-109	Dandridge	MWF 8:00-8:50am BFL-102 8/19-12/19
Fall 2003	3645	BUS-109	Dandridge	MWF 8:00-8:50am BFL-103
Summer 2006	4128	BUS-150N	Dandridge	TWTH 4:00-6:50pm BFL-105 5/30-6/01
Spring 2004	8008	BUSMK-158	Dandridge	TH 4:00-6:50pm BFL-103
Fall 2007	8352	BUSMG-151S	Dandridge	S 8:30-12:00pm BFL-102 10/20-10/20
Fall 2007	8353	BUSMG-151G	Dandridge	S 9:00-12:00pm BFL-102 9/22-9/22
Fall 2009	8353	BUS-150M	Dandridge	S 8:30-12:00pm BFL-102 10/24-10/24
Spring 2006	8369	BUSMG-152C	Dandridge	S 9:00-12:00pm BFL-102 3/24-3/24
Spring 2007	8369	BUSMG-152C	Dandridge	S 9:00-12:00pm BFL-105 3/24-3/24
Fall 2001	8373	BUS-103	Dandridge	T 7:00-9:50pm BE-201
Fall 2002	8373	BUS-103	Dandridge	T 4:00-6:50pm BFL-102
Fall 2004	8473	BUSMK-158	Dandridge	T 7:00-9:50pm BFL-103 8/19-12/19
Spring 2002	8627	BUSMK-255	Dandridge	W 7:00-9:50pm BE-218
Spring 2004	8627	BUSMK-255	Dandridge	T 4:00-6:50pm BFL-103
Spring 2004	8634	BUSMG-151J	Dandridge	S 9:00-12:00pm BFL-105 3/20-3/20
Spring 2006	8637	BUSMG-151E	Dandridge	S 9:00-12:00pm BFL-103 3/10-3/10
Spring 2007	8637	BUSMG-151E	Dandridge	S 9:00-12:00pm BFL-103 3/10-3/10
Spring 2004	8658	HRMCU-256	Dandridge	  
Spring 2004	8659	HRMCU-257	Dandridge	  
Spring 2004	8661	HRMGT-258	Dandridge	  
Spring 2004	8662	HRMCU-259	Dandridge	  
Fall 2004	8719	BUSMG-151E	Dandridge	S 9:00-12:00pm BFL-102 9/25-9/25
Spring 2010	8756	BUS-150M	Dandridge	S 8:00-12:00pm BFL-103 4/24-4/24
Fall 2002	8810	BUSMK-256	Dandridge	W 4:00-6:50pm BFL-105
Fall 2001	8810	BUSMK-256	Dandridge	W 7:00-9:50pm BE-210
Fall 2003	8851	BUSMG-151J	Dandridge	S 9:00-12:00pm BFL-102 9/13-9/13
Fall 2004	8851	BUSMG-151J	Dandridge	S 9:00-12:00pm BFL-102 11/06-11/06
Fall 2008	3979	SOCIO-120	Danenberg	F 9:30-12:20pm LA-121
Fall 2012	8126	SOCIO-120	Danenberg	W 7:00-9:50pm LA-217 8/17-12/17
Fall 2011	8126	SOCIO-120	Danenberg	W 7:00-9:50pm LA-217 8/17-12/17
Fall 2007	8167	SOCIO-120	Danenberg	TTH 7:00-9:50pm MA-103 10/16-12/13
Fall 2013	8170	SOCIO-120	Danenberg	TTH 7:00-10:05pm LA-107 8/19-10/14
Fall 2014	8170	SOCIO-120	Danenberg	TTH 7:00-10:05pm LA-107 8/19-10/14
Spring 2008	8257	SOCIO-120	Danenberg	T 4:00-6:50pm LA-215
Spring 2014	8588	SOCIO-120	Danenberg	TTH 7:00-9:50pm LA-215 1/14-3/13
Spring 2013	8679	SOCIO-120	Danenberg	W 7:00-9:50pm LA-217
Spring 2012	8679	SOCIO-120	Danenberg	W 7:00-9:50pm LA-217
Spring 2014	8713	SOCIO-120	Danenberg	M 7:00-9:50pm LA-122
Fall 2013	8805	SOCIO-120	Danenberg	TTH 7:00-9:50pm LA-107 10/16-12/16
Fall 2012	8805	SOCIO-120	Danenberg	TTH 7:00-9:50pm LA-208A 10/16-12/13
Fall 2014	8805	SOCIO-120	Danenberg	TTH 7:00-9:50pm LA-107 10/16-12/16
Fall 2011	8805	SOCIO-120	Danenberg	TTH 7:00-9:50pm LA-208A 10/16-12/13
Spring 2008	8891	SOCIO-120	Danenberg	TTH 7:00-9:50pm LA-220 3/25-5/22
Spring 2012	8891	SOCIO-120	Danenberg	TTH 7:00-9:50pm LA-208A 3/26-5/23
Spring 2014	8891	SOCIO-120	Danenberg	TTH 7:00-10:05pm LA-215 3/25-5/20
Spring 2013	8891	SOCIO-120	Danenberg	TTH 7:00-9:50pm LA-208A 3/26-5/23
Spring 2014	2203	BUS-109	Danko	MW 8:00-9:20am BFL-102
Fall 2014	2469	BUS-240	Danko	MWW 3:00-4:20pm MA-249
Fall 2013	2469	BUS-240	Danko	MWW 3:00-4:20pm MA-249
Spring 2014	2516	BUSAC-186	Danko	TTH 8:00-9:50am BFL-105
Fall 2013	8345	BUSIM-145	Danko	W 6:30-9:50pm BFL-108 9/10-12/17
Fall 2014	8345	BUSIM-145	Danko	W 6:30-9:50pm BFL-108 9/10-12/17
Fall 2010	9085	BUS-240	Danko	M 6:30-9:20pm SRV-E232
Fall 2008	9085	BUS-240	Danko	M 6:30-9:50pm SRC-E232 9/08-12/15
Fall 2009	9085	BUS-240	Danko	M 6:30-9:20pm SRC-E232
Fall 2010	9120	BUS-109	Danko	TTH 9:30-10:45am SRV-W217
Fall 2001	9152	CIS-052B	Danko	FSSUSSU 7:00-9:50pm SRV-212 10/12-10/14
Fall 2003	9161	CIS-052C	Danko	FSSUSSU 7:00-9:50pm SRV-212 10/17-10/19
Fall 2004	9173	CIS-051B	Danko	FSSUSSU 7:00-9:50pm SRV-201 10/15-10/17
Summer 2005	9226	CIS-051A	Danko	FSSUSSU 7:00-9:50pm SRV-204 6/10-6/12
Summer 2004	9232	CIS-051B	Danko	FSSUSSU 7:00-9:50pm SRV-201 6/25-6/27
Summer 2002	9247	CIS-052B	Danko	FSSUS 7:00-9:50pm SRV-201 7/19-7/21
Summer 2002	9283	CIS-054A	Danko	FSSUS 7:00-9:50pm SRV-212 6/07-6/09
Spring 2010	9460	BUSAC-186	Danko	M 6:00-9:50pm SRV-E230
Summer 2001	9513	CIS-042I	Danko	FSSUSSU 7:00-9:50pm SRV-204 6/8-6/10
Summer 2001	9530	CIS-042R	Danko	FSSUSSU 7:00-9:50pm SRV-212 6/15-6/17
Spring 2004	9577	CIS-052C	Danko	FSSUSSU 7:00-9:50pm SRV-201 5/21-5/23
Summer 2007	1148	BIOSC-102	Danley	MTWTHMTWTH 10:30-12:35pm LHS-201 6/18-7/26
Spring 2006	1297	BIOSC-102	Danley	MWW 11:00-12:15pm SC-501
Spring 2007	1297	BIOSC-102	Danley	MWW 11:00-12:15pm SC-501
Spring 2007	1298	BIOSC-102	Danley	MWM 11:00-12:15pm SC-501
Spring 2006	1298	BIOSC-102	Danley	MWM 11:00-12:15pm SC-501
Fall 2006	8495	BIOSC-102	Danley	SS 8:00-10:50am LHS-217 8/19-12/09
Fall 2006	8711	BIOSC-102	Danley	WM 6:00-8:50pm LHS-208
Fall 2005	1033	COUNS-075A	Dannels	TTH 12:30-1:45pm H-105 10/11-10/27
Spring 2006	1079	COUNS-120	Dannels	MWTH 9:00-9:50am LC-200B
Spring 2006	1689	COUNS-130	Dannels	TTH 11:00-12:15pm ATC-116 3/20-5/24
Spring 2007	1689	COUNS-130	Dannels	TTH 11:00-12:15pm ATC-116 3/20-5/24
Spring 2008	1748	COUNS-075B	Dannels	TH 12:10-2:25pm BFL-106 2/07-5/22
Fall 2005	1979	PSYCH-141	Dannels	MW 1:00-2:15pm H-106
Fall 2012	1979	PSYCH-141	Dannels	TTH 9:30-10:45am PS-177 8/17-12/17
Fall 2013	1979	PSYCH-141	Dannels	TTH 8:00-9:20am LA-107
Fall 2006	1979	PSYCH-141	Dannels	MW 12:00-1:15pm H-106
Fall 2011	1979	PSYCH-141	Dannels	TTH 9:30-10:45am PS-177 8/17-12/17
Fall 2010	1979	PSYCH-141	Dannels	TTH 11:00-12:15pm LA-120
Fall 2014	1979	PSYCH-141	Dannels	TTH 8:00-9:20am LA-107
Fall 2004	1979	PSYCH-141	Dannels	MWF 11:00-11:50am LA-107 8/19-12/19
Fall 2007	1979	PSYCH-141	Dannels	MW 12:00-1:15pm H-108 8/16-12/16
Fall 2009	1979	PSYCH-141	Dannels	MW 12:30-1:45pm MA-245
Fall 2008	1979	PSYCH-141	Dannels	MW 12:30-1:45pm H-106
Fall 2004	2902	COUNS-150S	Dannels	TTH 12:30-1:45pm C-103 10/12-10/28
Fall 2007	2914	COUNS-130	Dannels	TTH 2:00-3:10pm LA-107 9/25-11/29
Fall 2006	2914	COUNS-130	Dannels	TTH 2:00-3:10pm LA-107 9/26-11/30
Spring 2009	2922	PSYCH-141	Dannels	MW 11:00-12:15pm LA-120
Spring 2005	2922	PSYCH-141	Dannels	MWF 11:00-11:50am BE-206
Spring 2011	2922	PSYCH-141	Dannels	MW 11:00-12:15pm LA-208A 1/22-5/27
Spring 2013	2922	PSYCH-141	Dannels	TTH 8:00-9:15am LA-120
Spring 2008	2922	PSYCH-141	Dannels	MW 12:00-1:15pm H-108
Spring 2006	2922	PSYCH-141	Dannels	MW 12:00-1:15pm BE-207
Spring 2010	2922	PSYCH-141	Dannels	MW 12:30-1:45pm LA-120
Spring 2014	2922	PSYCH-141	Dannels	MW 11:00-12:20pm LA-122
Spring 2012	2922	PSYCH-141	Dannels	TTH 8:00-9:15am LA-120
Spring 2007	2922	PSYCH-141	Dannels	MW 12:00-1:15pm BE-207
Fall 2006	2936	COUNS-120	Dannels	TTH 11:00-12:15pm L-143
Fall 2005	2940	COUNS-110	Dannels	TTH 11:00-12:15pm C-103 10/18-12/15
Fall 2008	4144	COUNS-105	Dannels	MTWTH 10:30-2:20pm ATC-108 8/25-8/28
Fall 2008	4145	CARER-150E	Dannels	TTH 12:00-12:30pm ATC-108 9/02-12/18
Summer 2004	4853	COUNS-150S	Dannels	TTH 9:00-10:15am C-103 6/29-7/15
Summer 2007	5011	COUNS-130	Dannels	online 7/09-7/24
Spring 2008	5109	COUNS-130	Dannels	online 2/11-4/18
Spring 2004	5255	COUNS-130	Dannels	T 9:30-10:45am BE-211
Fall 2002	5471	COUNS-120	Dannels	TTH 9:30-10:45am ET-108
Fall 2003	5471	COUNS-120	Dannels	TTH 11:00-12:15pm ET-108
Spring 2009	6256	COUNS-130	Dannels	TTH 11:00-12:20pm ATC-109 1/15-3/12
Spring 2013	6450	COUNS-120	Dannels	TTH 11:00-12:15pm LA-115
Spring 2012	6450	COUNS-120	Dannels	TTH 11:00-12:15pm LA-115
Fall 2008	6471	COUNS-120	Dannels	TTH 9:30-10:45am H-111
Fall 2012	6482	COUNS-120	Dannels	TTH 11:00-12:15pm LA-209 8/17-12/17
Fall 2011	6482	COUNS-120	Dannels	TTH 11:00-12:15pm LA-209 8/17-12/17
Fall 2014	6486	COUNS-120	Dannels	MW 11:00-12:20pm FOA-1
Fall 2013	6486	COUNS-120	Dannels	MW 11:00-12:20pm FOA-1
Spring 2009	7020	COUNS-105	Dannels	TW 4:00-6:50pm H-117 5/05-5/06
Spring 2004	7031	COUNS-105	Dannels	MT 4:00-6:50pm BE-202 5/10-5/11
Spring 2004	7032	COUNS-105	Dannels	MW 4:00-6:50pm BE-202 5/10-5/12
Spring 2004	7033	COUNS-105	Dannels	MT 7:00-9:50pm H-109 5/10-5/11
Spring 2008	7046	COUNS-105	Dannels	S 9:00-12:00pm H-117 5/10-5/10
Summer 2009	7096	COUNS-105	Dannels	WTH 4:00-6:50pm H-113 5/27-5/28
Fall 2007	7101	COUNS-105	Dannels	online 11/28-12/05
Fall 2007	7105	COUNS-105	Dannels	MT 4:00-6:50pm H-111 12/03-12/04
Summer 2008	7105	COUNS-105	Dannels	S 9:00-12:00pm H-113 6/07-6/07
Summer 2006	7106	COUNS-105	Dannels	S 9:00-12:00pm H-111 6/10-6/10
Summer 2007	7110	COUNS-105	Dannels	TW 1:00-3:50pm H-113 6/12-6/13
Summer 2009	7110	COUNS-105	Dannels	TW 1:00-3:50pm H-113 6/16-6/17
Summer 2007	7113	COUNS-105	Dannels	S 9:00-12:00pm MA-103 6/16-6/16
Summer 2009	7113	COUNS-105	Dannels	S 9:00-12:00pm MA-103 6/13-6/13
Fall 2002	7123	COUNS-105	Dannels	S 9:00-12:00pm MA-108 5/11-5/11
Fall 2002	7131	COUNS-105	Dannels	S 9:00-12:00pm MA-107 5/18-5/18
Summer 2007	7135	COUNS-105	Dannels	S 9:00-12:00pm H-111 7/07-7/07
Fall 2002	7137	COUNS-105	Dannels	S 9:00-12:00pm MA-105 6/01-6/01
Spring 2011	7151	COUNS-095	Dannels	S 9:00-12:00pm H-113 4/30-4/30
Spring 2010	7153	COUNS-095	Dannels	S 9:00-12:00pm H-117 5/01-5/01
Spring 2008	7156	COUNS-105	Dannels	S 9:00-12:00pm H-113 5/17-5/17
Summer 2005	7161	COUNS-105	Dannels	S 9:00-12:00pm H-111 7/30-7/30
Spring 2011	7164	COUNS-095	Dannels	S 9:00-12:00pm H-111 5/07-5/07
Spring 2011	7166	COUNS-095	Dannels	WTH 4:00-6:50pm BFL-205 5/11-5/12
Fall 2001	7167	COUNS-105	Dannels	S 9:00-12:00pm MA-104 5/5-5/5
Spring 2011	7169	COUNS-095	Dannels	S 9:00-12:00pm H-106 5/14-5/14
Summer 2005	7176	COUNS-105	Dannels	F 9:00-12:00pm LC-101 8/05-8/05
Summer 2004	7177	COUNS-105	Dannels	S 9:00-12:00pm MA-103 8/07-8/07
Summer 2014	7177	COUNS-095	Dannels	W 9:00-12:00pm ATC-115 7/30-7/30
Summer 2005	7178	COUNS-105	Dannels	S 9:00-12:00pm H-111 8/06-8/06
Fall 2001	7178	COUNS-105	Dannels	S 9:00-12:00pm MA-104 5/12-5/12
Summer 2014	7182	COUNS-095	Dannels	S 9:00-12:00pm ATC-115 8/02-8/02
Summer 2014	7192	COUNS-095	Dannels	F 9:00-12:00pm ATC-113 8/01-8/01
Fall 2001	7206	COUNS-105	Dannels	S 9:00-12:00pm LC-101 6/9-6/9
Fall 2001	7212	COUNS-105	Dannels	S 9:00-12:00pm LC-103 6/16-6/16
Spring 2009	7353	COUNS-105	Dannels	TW 8:30-11:20am MDHS 4/28-4/29
Spring 2005	8272	COUNS-110	Dannels	M 6:00-9:15pm C-103 3/27-5/22
Fall 2004	8304	COUNS-150S	Dannels	W 5:00-7:50pm C-103 10/13-10/27
Fall 2004	8305	COUNS-150S	Dannels	TH 4:00-6:50pm C-103 10/21-11/04
Spring 2004	9003	COUNS-105	Dannels	S 9:00-12:00pm SRV-110A 5/08-5/08
Fall 2014	1801	NUTRI-160	Danner	MW 8:00-9:20am LHS-223
Summer 2014	3446	NUTRI-160	Danner	MTWTH 10:30-12:35pm LHS-223 6/16-7/24
Spring 2004	1283	BIOSC-101	Darabian	TTH 2:00-4:00pm LS-201 2/24-5/27
Fall 2005	2678	BIOSC-101	Darabian	MWF 2:00-3:50pm LHS-223 10/17-12/16
Fall 2004	2722	BIOSC-102	Darabian	MWF 2:00-3:15pm LS-201 8/19-12/19
Summer 2001	8144	BIOSC-101	Darabian	MW 6:30-9:45pm LS-201 6/4-7/25
Fall 2003	8898	BIOSC-101	Darabian	TH 6:30-9:50pm LS-201 9/04-12/11
Spring 2009	9050	BIOSC-117	Darabian	TTH 6:00-8:50pm SRC-E229
Spring 2008	9050	BIOSC-117	Darabian	TTH 6:00-8:50pm SRC-E229
Spring 2005	9056	BIOSC-101	Darabian	F 9:00-12:15pm CSUEB 2/03-5/26
Summer 2008	9235	BIOSC-116	Darabian	MW 6:15-9:50pm SRC-E230 6/16-7/31
Summer 2006	9235	BIOSC-116	Darabian	MW 6:15-9:50pm SRV-104 6/19-8/02
Summer 2005	9235	BIOSC-116	Darabian	MW 6:30-9:45pm SRV-104 6/20-8/10
Summer 2007	9235	BIOSC-116	Darabian	MW 6:15-9:50pm SRC-232 6/18-8/01
Summer 2009	9235	BIOSC-116	Darabian	MW 5:30-9:45pm SRC-E230 6/22-7/29
Spring 2006	9237	BIOSC-116	Darabian	TTH 9:30-10:45am SRC-232
Spring 2007	9237	BIOSC-116	Darabian	TTH 9:30-10:45am SRC-232
Spring 2005	9237	BIOSC-116	Darabian	TTH 9:30-10:45am SRV-213
Fall 2006	9700	BIOSC-116	Darabian	TTH 9:30-10:45am SRV-213
Fall 2007	9700	BIOSC-116	Darabian	TTH 9:30-10:45am SRC-E230 8/16-12/16
Fall 2004	9700	BIOSC-116	Darabian	TTH 9:30-10:45am SRV-213 8/19-12/19
Fall 2008	9700	BIOSC-116	Darabian	MW 9:30-10:45am SRC-E230
Fall 2005	9700	BIOSC-116	Darabian	TTH 9:30-10:45am SRV-213
Fall 2009	9700	BIOSC-116	Darabian	TTH 9:30-10:45am SRC-W218
Spring 2007	9893	BIOSC-101	Darabian	M 6:00-8:50pm SRC-222
Spring 2007	1083	SPAN-221	Darakjian	MTWTHF 11:00-11:50am BFL-111
Spring 2012	1083	SPAN-221	Darakjian	MWTTH 12:30-1:45pm BFL-209
Spring 2013	1083	SPAN-221	Darakjian	MWTTH 12:30-1:45pm BFL-209
Spring 2006	1083	SPAN-221	Darakjian	MTWTHF 11:00-11:50am BFL-111
Spring 2014	1331	SPAN-120	Darakjian	MWTTH 11:00-12:15pm BFL-103
Spring 2006	1340	SPAN-230	Darakjian	MWF 11:00-11:50am BFL-111
Spring 2013	1340	SPAN-230	Darakjian	MW 12:30-1:45pm BFL-209
Spring 2012	1340	SPAN-230	Darakjian	MW 12:30-1:45pm BFL-209
Spring 2007	1340	SPAN-230	Darakjian	MWF 11:00-11:50am BFL-111
Spring 2007	1341	SPAN-231	Darakjian	MWF 11:00-11:50am BFL-111
Spring 2012	1341	SPAN-231	Darakjian	MW 12:30-1:45pm BFL-209
Spring 2013	1341	SPAN-231	Darakjian	MW 12:30-1:45pm BFL-209
Spring 2006	1341	SPAN-231	Darakjian	MWF 11:00-11:50am BFL-111
Spring 2008	1343	SPAN-120	Darakjian	MTWTHF 11:00-11:50am H-113
Fall 2007	2212	SPAN-120	Darakjian	MTWTHF 11:00-11:50am BFL-111 8/16-12/16
Fall 2006	2258	SPAN-221	Darakjian	MTWTHF 11:00-11:50am BFL-111
Fall 2011	2258	SPAN-221	Darakjian	MWTTH 12:30-1:45pm BFL-209 8/17-12/17
Fall 2012	2258	SPAN-221	Darakjian	MWTTH 12:30-1:45pm BFL-209 8/17-12/17
Fall 2012	2263	SPAN-230	Darakjian	MW 12:30-1:45pm BFL-209 8/17-12/17
Fall 2011	2263	SPAN-230	Darakjian	MW 12:30-1:45pm BFL-209 8/17-12/17
Fall 2006	2263	SPAN-230	Darakjian	MWF 11:00-11:50am BFL-111
Fall 2006	2264	SPAN-231	Darakjian	MWF 11:00-11:50am BFL-111
Fall 2011	2264	SPAN-231	Darakjian	MW 12:30-1:45pm BFL-209 8/17-12/17
Fall 2012	2264	SPAN-231	Darakjian	MW 12:30-1:45pm BFL-209 8/17-12/17
Spring 2014	3030	SPAN-299	Darakjian	  
Fall 2014	3506	SPAN-120	Darakjian	MW 2:00-4:15pm BFL-209
Fall 2013	3506	SPAN-120	Darakjian	MW 2:00-4:15pm BFL-209
Summer 2002	4164	SPAN-121	Darakjian	MTWTH 8:15-11:45am LA-208B 6/17-7/25
Summer 2001	4164	SPAN-121	Darakjian	MTWTH 8:15-11:45am H-113 6/18-7/26
Summer 2003	4529	SPAN-120	Darakjian	MTWTH 8:15-11:45am BFL-209 6/23-7/31
Summer 2008	4529	SPAN-120	Darakjian	MTWTH 8:15-11:45am BFL-209 6/16-7/24
Summer 2006	4529	SPAN-120	Darakjian	MTWTH 8:15-11:45am BFL-209 6/19-7/27
Summer 2007	4529	SPAN-120	Darakjian	MTWTH 8:15-11:45am BFL-209 6/18-7/26
Summer 2009	4529	SPAN-120	Darakjian	MTWTH 8:15-11:45am BFL-209 6/22-7/30
Summer 2005	4529	SPAN-120	Darakjian	MTWTH 8:15-11:45am BFL-209 6/20-7/28
Summer 2004	4529	SPAN-120	Darakjian	MTWTH 8:15-11:45am BFL-209 6/28-8/05
Fall 2008	9455	SPAN-155	Darakjian	TH 6:00-8:50pm SRC-E176
Fall 2010	2256	HUMAN-116	Dargahi	MW 12:30-1:45pm H-108
Spring 2011	3663	HUMAN-116	Dargahi	MW 12:30-1:45pm H-107 1/22-5/27
